ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-9,https://www.wikidata.org/wiki/Q1113938,La Città Ideale,"Anonymous. Most likely attributed to Laurana, Luciano",Painting,Galleria Nazionale delle Marche,Urbino,1480–1490,"67,7 x 239,4 cm",Tempera painting,"The famous Ideal City of Urbino, attribution uncertain.",https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1100264131,"Urban landscape, architecture, perspective, Renaissance ideals, symmetry.","The painting depicts an idealized Renaissance city with perfectly proportioned buildings, harmonious streets, and balanced perspectives, symbolizing order, rationality, and the pursuit of architectural perfection.",State property
