ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-17,https://opac.sbn.it/risultati-ricerca-avanzata/-/opac-adv/index/2/ITICCULIG0108409,The Triumph of Bacchus and Ariadne,Lorenzo de’ Medici,Literary work (poem),Various libraries,Florence (Italy),c. 1490,Textual work,Ink on paper,Carnival song celebrating Bacchus and Ariadne.,https://opac.sbn.it/risultati-ricerca-avanzata/-/opac-adv/index/2/ITICCULIG0108409,Bacchus; Ariadne; carnival,Humanist reinterpretation of classical myth,Public domain
