ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,CREATION LOCATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-3,https://digicoll.lib.berkeley.edu/nanna/proxy/iiif/manifest/133018/,"Bacchae, line 1
",Euripides.,Literary papyri,"Berkeley Library, University of California",N/A,N/A,various sizes.,"papyrus, 4 fragments, incomplete",Fragments on which the beginning of the 1st line of Euripides' Bacchae has been written 3 or 4 times.,https://digicoll.lib.berkeley.edu/record/133018?utm_source=chatgpt.com&v=uv#?xywh=386%2C-11%2C587%2C642,"Papyrus, Bacchae, Euripides, Ancient Greece, Literature","1 column (4 lines) written on recto along the fibers.
Large schoolboy hand.
Papyrus has been used before, probably for an account.
Traces on verso.",UC Berkeley Library’s digitized public domain materials.
