ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-16,https://emuseum.toledomuseum.org/objects/60018/oxyrhynchus-papyrus-fragment-with-platos-phaedrus,"Plato’s Phaedrus, Oxyrhynchus Papyrus Fragment",Plato,Papyrus manuscript fragment,Toledo Museum of Art,Oxyrhynchus (Egypt),Roman period,Fragmentary,"Papyrus, ink",Fragment preserving part of Plato’s Phaedrus.,https://emuseum.toledomuseum.org/objects/60018/oxyrhynchus-papyrus-fragment-with-platos-phaedrus,Plato; rhetoric; soul,Philosophical dialogue on rhetoric and the soul,Public domain
