ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,CREATION LOCATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-5,https://data.getty.edu/museum/collection/object/aad09b25-3377-4e93-ad8d-55a77312b6cc,Apollo and the Muses on Mount Parnassus,"Nicolas Poussin (French, 1594 - 1665)",Drawing,Getty Museum Collection,France,about 1626–1628,"
Unframed: 17.6 × 24.6 cm (6 15/16 × 9 11/16 in.)",Paper,"Illustration of the nine Muses, goddesses of poetic inspiration and the creative arts, surround the god Apollo, who plays a lira di braccio.",https://www.getty.edu/art/collection/object/103QW9,"Apollo, Muses, Mount Parnassus, Ancient Greece, Drawing","An illustration made with pen and brown ink, brush with brown wash; small, irregular section at right margin added.","Getty, public domain"
