ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-12,N/A,Maschera teatrale comica,N/A,Theatrical mask / archaeological find,MArTA - Museo Archeologico Nazionale di Taranto,Italy,II-I century BC,"15,5 × 24 × 25,5 cm",Polychrome terracotta,Comic theatrical mask attributed to italic farce.,https://artsandculture.google.com/asset/figured-terracotta/NAHrFhcLSJLcxw?hl=it,Deformed face of a man; ancient comedy.,"Bald and deformed male face, with holes for eyes and mouth.",MArTA
