ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-7,https://www.wikidata.org/wiki/Q619135,Apollo del Belvedere,Roman statue copy after a Greek bronze original attributed to Leochares,Statue,"Musei Vaticani, Rome (RM)",Rome,II century AD (Greek original ca. IV century BC),224 x 118 x 77 cm,White marble with small crystals,"Apollo del Belvedere, Roman copy of a Greek statue.",https://catalogo.museivaticani.va/index.php/Detail/objects/MV.1015.0.0?lang=it_IT#,"Apollo, quiver, arrows and cloak; ideal beauty, dynamic posture, harmonious nude body.","The statue depicts the Greek god Apollo just after releasing an arrow, standing in an elegant, natural pose with his body slightly tilted and his gaze directed upward, embodying classical perfection and the ideal of beauty.",State property
