ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-10,https://www.wikidata.org/wiki/Q587514,La città che sale,Boccioni Umberto (1882 - 1916),Painting,Museum of Modern Art (MoMA),Milan,1910,"199,3 x 301 cm",Oil on canvas,"The City Rises by Umberto Boccioni, a 1910 painting, symbolizes the chaotic movement of the modern city under construction.",https://www.moma.org/collection/works/79865,"Construction site, workers, horses, smokestacks, scaffolding, buildings under construction; movement, modern lfe.","A dynamic city scene full of energy and movement, the rhythm and chaos of modern urban life and industrial progress as envisioned by the Futurist movement.","The Museum of Modern Art (MoMA), New York; for publications outside North America: Scala Archives, Florence, Italy"
