ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-18,https://www.collezionegalleriaborghese.it/opere/apollo-e-dafne,Apollo and Daphne,Gian Lorenzo Bernini,Sculpture,Galleria Borghese Rome,Rome (Italy),1622–1625,Height 243 cm,Marble,Sculptural group depicting the myth of Apollo and Daphne.,https://www.collezionegalleriaborghese.it/opere/apollo-e-dafne,Apollo; Daphne; metamorphosis,Baroque sculptural interpretation of Ovid’s Metamorphoses,Ministero della Cultura (Italy)
