ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,CREATION LOCATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-2,BachDigitalSource_source_00001210,J.S.Bach fuga in As- Manuscript,"Bach, Johann Sebastian (1685–1750)",,Berlin State Library – Prussian Cultural Heritage Foundation,Leipzig,mid-18th century (approx. 1740–1759),"1 Blatt, 32.5 x 20.5 cm",Paper,Music manuscript of the Fuga in As (BWV 866/2) by J.S. Bach,https://www.bach-digital.de/receive/BachDigitalSource_source_00001210,"Music, Manuscripts","Score, single manuscript within a composite manuscript (Original source)","Bach Archive Leipzig, Open Access"
