ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-14,https://www.britishmuseum.org/collection/object/G_1893-1115-1,Kylix with Apollo and kithara,Attic red-figure painter,Ceramic vessel (kylix),British Museum London,Attica (Greece),c. 480–470 BC,Diameter approx. 30 cm,"Terracotta, red-figure technique",Attic red-figure kylix depicting Apollo playing the kithara.,https://www.britishmuseum.org/collection/object/G_1893-1115-1,Apollo; music; ritual,Representation of Apollo as god of music and harmony,Trustees of the British Museum
