ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-15,https://www.trismegistos.org/text/62584,"Plato’s Symposium, Oxyrhynchus Papyrus 843",Plato,Papyrus manuscript fragment,Cairo Museum,Oxyrhynchus (Egypt),2nd–3rd century AD,Fragmentary,"Papyrus, ink",Fragment preserving part of Plato’s Symposium.,https://papyri.info/dclp/62584,Plato; philosophy; eros,Philosophical dialogue on love and desire,Public domain
