ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,CREATION LOCATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-4,https://www.wikidata.org/wiki/Q2011510,"Bacchus
","""Merisi Michelangelo, known as Caravaggio (1571/1610)""",Works/objects of art,"Uffizi Gallery, Florence (FI)",N/A,1571/1610,93x85 cm,canvas/oil painting,"Bacchus's famous painting by Michelangelo Merisi, (Caravaggio), 1571-1610",https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900289176,Characters: Bacchus. Clothing: Classic. Attributes: (Bacchus) crown of vine leaves and grapes; cup of wine. Interior. Objects: cushion; decanter; ribbon; cloth; majolica crepe. Vegetables: figs; apples; peaches; grapes; pears; pomegranates; chestnuts; fig leaves; grape vine leaves; citrus leaves,"Bacchus wearing a cloth, a crown of wine and surrounded by vegetables, including grapes.",State property
