ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,CREATION LOCATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-1,f0696b70-ceb0-0133-4d24-00505686a51c,Sketches for the prelude and act one of Tristan und Isolde,"Wagner, Richard, 1813-1883 (Composer)",Notated Music,"The New York Public Library, Music Division,
Shelf locator: JOB 73-92 (Locked case)",N/A,1850 - 1859 (Approximate),Extent: [2] p. ; 18 x 27 cm.,Paper,"Piano scoring (sketch?) for first 19 bars of the ristan und Isolde prelude to act one, followed by various themes from that act.",https://digitalcollections.nypl.org/items/f0696b70-ceb0-0133-4d24-00505686a51c,"Music, Manuscripts",Holograph sketches in pencil and ink in the New York Public Library.,Formerly owned by Josephine Jacobs. Now held by The New York Public Library under public domain.
