ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-11,1200789636,Placchetta (tragic mask),N/A,Furnishing element/tragic mask/archaeological find,Museo Nazionale Etrusco di Villa Giulia - Rome,Italy,I century BC,"4,3 × 4,1 cm",Worked bone,Plaque depicting a female tragic theatrical mask.,https://catalogo.beniculturali.it/detail/ArchaeologicalProperty/1200789636,"Female face, diadem; ancient tragedy.","The decorative plaque depicts the features of a tragic female theatrical mask: the woman's hair is bound by a diadem, and her facial expression is dramatic.",State property
