ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-8,https://www.wikidata.org/wiki/Q1144620,Bacco e satiro,Buonarroti Michelangelo (1475/ 1564),Statue,"Museo Nazionale del Bargello, Florence (FI)",Rome,1496–1497,Height: 207 cm,White marble,"Sculpture of Bacco and a Satyr by Michelangelo Buonarroti, a masterful study where classical form meets expressive realism.",https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900286601,"Bacchus, satyr, cup of wine, leopard skin, clusters of grapes, crown of vine leaves, inebriation.","Statue depicting the god of wine in a state of inebriation, staggering and with a sensual and ambiguous expression.",State property
