ID,URI,TITLE,ATTRIBUTION,TYPE,CURRENT LOCATION,LOCATION CREATION,CREATION DATE,DIMENSIONS,MATERIALS,DESCRIPTION,ONLINE LOCATION,SUBJECTS,CONTENT,RIGHTS HOLDER
obj-13,https://commons.wikimedia.org/wiki/File:Exekias_Dionysos_Staatliche_Antikensammlungen_2044.jpg,Eye-cup with Dionysus,Attributed to Exekias,Ceramic vessel (eye-cup),Staatliche Antikensammlungen Munich,Attica (Greece),c. 540–530 BC,Height 12.5 cm; Diameter 30 cm,"Terracotta, black-figure technique",Attic black-figure eye-cup depicting Dionysus reclining on a ship surrounded by vines.,https://commons.wikimedia.org/wiki/File:Exekias_Dionysos_Staatliche_Antikensammlungen_2044.jpg,Dionysus; symposium; wine,Mythological scene associated with Dionysian cult and symposiastic culture,Public domain
